"","subid","age","task","item","q","q_kind","answer","task_num","site","age_group"
"7723","AB080614-3",6,"moral","rip",3,2,"N","moral3.2","Iran",6
"7724","AB080614-3",6,"moral","rip",3,3,"N","moral3.3","Iran",6
"7725","AB080614-3",6,"conv","toy",4,0,"2","conv4","Iran",6
"7726","AB080614-3",6,"conv","toy",4,1,"N","conv4.1","Iran",6
"7727","AB080614-3",6,"conv","toy",4,2,"N","conv4.2","Iran",6
"7728","AB080614-3",6,"conv","toy",4,3,"N","conv4.3","Iran",6
"7729","AB082314-2",8.71,"conv","shoes",1,0,"2","conv1","Iran",8
"7730","AB082314-2",8.71,"conv","shoes",1,1,"N","conv1.1","Iran",8
"7731","AB082314-2",8.71,"conv","shoes",1,2,"N","conv1.2","Iran",8
"7732","AB082314-2",8.71,"conv","shoes",1,3,"N","conv1.3","Iran",8
"7733","AB082314-2",8.71,"conv","swim",2,0,"1","conv2","Iran",8
"7734","AB082314-2",8.71,"conv","swim",2,1,"N","conv2.1","Iran",8
"7735","AB082314-2",8.71,"conv","swim",2,2,"N","conv2.2","Iran",8
"7736","AB082314-2",8.71,"conv","swim",2,3,"N","conv2.3","Iran",8
"7737","AB082314-2",8.71,"conv","teachername",3,0,"1","conv3","Iran",8
"7738","AB082314-2",8.71,"conv","teachername",3,1,"N","conv3.1","Iran",8
"7739","AB082314-2",8.71,"conv","teachername",3,2,"N","conv3.2","Iran",8
"7740","AB082314-2",8.71,"conv","teachername",3,3,"N","conv3.3","Iran",8
"7741","AB082314-2",8.71,"moral","push",1,0,"1","moral1","Iran",8
"7742","AB082314-2",8.71,"moral","push",1,1,"N","moral1.1","Iran",8
"7743","AB082314-2",8.71,"moral","push",1,2,"N","moral1.2","Iran",8
"7744","AB082314-2",8.71,"moral","push",1,3,"N","moral1.3","Iran",8
"7745","AB082314-2",8.71,"moral","namecall",2,0,"2","moral2","Iran",8
"7746","AB082314-2",8.71,"moral","namecall",2,1,"N","moral2.1","Iran",8
"7747","AB082314-2",8.71,"moral","namecall",2,2,"N","moral2.2","Iran",8
"7748","AB082314-2",8.71,"moral","namecall",2,3,"N","moral2.3","Iran",8
"7749","AB082314-2",8.71,"moral","rip",3,0,"1","moral3","Iran",8
"7750","AB082314-2",8.71,"moral","rip",3,1,"N","moral3.1","Iran",8
"7751","AB082314-2",8.71,"moral","rip",3,2,"N","moral3.2","Iran",8
"7752","AB082314-2",8.71,"moral","rip",3,3,"N","moral3.3","Iran",8
"7753","AB082314-2",8.71,"conv","toy",4,0,"2","conv4","Iran",8
"7754","AB082314-2",8.71,"conv","toy",4,1,"N","conv4.1","Iran",8
"7755","AB082314-2",8.71,"conv","toy",4,2,"N","conv4.2","Iran",8
"7756","AB082314-2",8.71,"conv","toy",4,3,"N","conv4.3","Iran",8
"7757","AD082314-1",9.52,"conv","shoes",1,0,"1","conv1","Iran",9
"7758","AD082314-1",9.52,"conv","shoes",1,1,"N","conv1.1","Iran",9
"7759","AD082314-1",9.52,"conv","shoes",1,2,"N","conv1.2","Iran",9
"7760","AD082314-1",9.52,"conv","shoes",1,3,"N","conv1.3","Iran",9
"7761","AD082314-1",9.52,"conv","swim",2,0,"3","conv2","Iran",9
"7762","AD082314-1",9.52,"conv","swim",2,1,"N","conv2.1","Iran",9
"7763","AD082314-1",9.52,"conv","swim",2,2,"N","conv2.2","Iran",9
"7764","AD082314-1",9.52,"conv","swim",2,3,"N","conv2.3","Iran",9
"7765","AD082314-1",9.52,"conv","teachername",3,0,"1","conv3","Iran",9
"7766","AD082314-1",9.52,"conv","teachername",3,1,"N","conv3.1","Iran",9
"7767","AD082314-1",9.52,"conv","teachername",3,2,"N","conv3.2","Iran",9
"7768","AD082314-1",9.52,"conv","teachername",3,3,"N","conv3.3","Iran",9
"7769","AD082314-1",9.52,"moral","push",1,0,"1","moral1","Iran",9
"7770","AD082314-1",9.52,"moral","push",1,1,"N","moral1.1","Iran",9
"7771","AD082314-1",9.52,"moral","push",1,2,"N","moral1.2","Iran",9
"7772","AD082314-1",9.52,"moral","push",1,3,"N","moral1.3","Iran",9
"7773","AD082314-1",9.52,"moral","namecall",2,0,"2","moral2","Iran",9
"7774","AD082314-1",9.52,"moral","namecall",2,1,"N","moral2.1","Iran",9
"7775","AD082314-1",9.52,"moral","namecall",2,2,"N","moral2.2","Iran",9
"7776","AD082314-1",9.52,"moral","namecall",2,3,"N","moral2.3","Iran",9
"7777","AD082314-1",9.52,"moral","rip",3,0,"1","moral3","Iran",9
"7778","AD082314-1",9.52,"moral","rip",3,1,"N","moral3.1","Iran",9
"7779","AD082314-1",9.52,"moral","rip",3,2,"N","moral3.2","Iran",9
"7780","AD082314-1",9.52,"moral","rip",3,3,"N","moral3.3","Iran",9
"7781","AD082314-1",9.52,"conv","toy",4,0,"2","conv4","Iran",9
"7782","AD082314-1",9.52,"conv","toy",4,1,"N","conv4.1","Iran",9
"7783","AD082314-1",9.52,"conv","toy",4,2,"N","conv4.2","Iran",9
"7784","AD082314-1",9.52,"conv","toy",4,3,"N","conv4.3","Iran",9
"7785","AF082314-5",10,"conv","shoes",1,0,"1","conv1","Iran",10
"7786","AF082314-5",10,"conv","shoes",1,1,"N","conv1.1","Iran",10
"7787","AF082314-5",10,"conv","shoes",1,2,"N","conv1.2","Iran",10
"7788","AF082314-5",10,"conv","shoes",1,3,"N","conv1.3","Iran",10
"7789","AF082314-5",10,"conv","swim",2,0,"1","conv2","Iran",10
"7790","AF082314-5",10,"conv","swim",2,1,"N","conv2.1","Iran",10
"7791","AF082314-5",10,"conv","swim",2,2,"N","conv2.2","Iran",10
"7792","AF082314-5",10,"conv","swim",2,3,"N","conv2.3","Iran",10
"7793","AF082314-5",10,"conv","teachername",3,0,"1","conv3","Iran",10
"7794","AF082314-5",10,"conv","teachername",3,1,"N","conv3.1","Iran",10
"7795","AF082314-5",10,"conv","teachername",3,2,"N","conv3.2","Iran",10
"7796","AF082314-5",10,"conv","teachername",3,3,"N","conv3.3","Iran",10
"7797","AF082314-5",10,"moral","push",1,0,"1","moral1","Iran",10
"7798","AF082314-5",10,"moral","push",1,1,"N","moral1.1","Iran",10
"7799","AF082314-5",10,"moral","push",1,2,"N","moral1.2","Iran",10
"7800","AF082314-5",10,"moral","push",1,3,"N","moral1.3","Iran",10
"7801","AF082314-5",10,"moral","namecall",2,0,"1","moral2","Iran",10
"7802","AF082314-5",10,"moral","namecall",2,1,"N","moral2.1","Iran",10
"7803","AF082314-5",10,"moral","namecall",2,2,"N","moral2.2","Iran",10
"7804","AF082314-5",10,"moral","namecall",2,3,"N","moral2.3","Iran",10
"7805","AF082314-5",10,"moral","rip",3,0,"1","moral3","Iran",10
"7806","AF082314-5",10,"moral","rip",3,1,"N","moral3.1","Iran",10
"7807","AF082314-5",10,"moral","rip",3,2,"N","moral3.2","Iran",10
"7808","AF082314-5",10,"moral","rip",3,3,"N","moral3.3","Iran",10
"7809","AF082314-5",10,"conv","toy",4,0,"2","conv4","Iran",10
"7810","AF082314-5",10,"conv","toy",4,1,"N","conv4.1","Iran",10
"7811","AF082314-5",10,"conv","toy",4,2,"N","conv4.2","Iran",10
"7812","AF082314-5",10,"conv","toy",4,3,"N","conv4.3","Iran",10
"7813","AHN082514-1",8.53,"conv","shoes",1,0,"1","conv1","Iran",8
"7814","AHN082514-1",8.53,"conv","shoes",1,1,"N","conv1.1","Iran",8
"7815","AHN082514-1",8.53,"conv","shoes",1,2,"N","conv1.2","Iran",8
"7816","AHN082514-1",8.53,"conv","shoes",1,3,"N","conv1.3","Iran",8
"7817","AHN082514-1",8.53,"conv","swim",2,0,"1","conv2","Iran",8
"7818","AHN082514-1",8.53,"conv","swim",2,1,"N","conv2.1","Iran",8
"7819","AHN082514-1",8.53,"conv","swim",2,2,"N","conv2.2","Iran",8
"7820","AHN082514-1",8.53,"conv","swim",2,3,"N","conv2.3","Iran",8
"7821","AHN082514-1",8.53,"conv","teachername",3,0,"1","conv3","Iran",8
"7822","AHN082514-1",8.53,"conv","teachername",3,1,"N","conv3.1","Iran",8
"7823","AHN082514-1",8.53,"conv","teachername",3,2,"N","conv3.2","Iran",8
"7824","AHN082514-1",8.53,"conv","teachername",3,3,"N","conv3.3","Iran",8
"7825","AHN082514-1",8.53,"moral","push",1,0,"1","moral1","Iran",8
"7826","AHN082514-1",8.53,"moral","push",1,1,"N","moral1.1","Iran",8
"7827","AHN082514-1",8.53,"moral","push",1,2,"N","moral1.2","Iran",8
"7828","AHN082514-1",8.53,"moral","push",1,3,"N","moral1.3","Iran",8
"7829","AHN082514-1",8.53,"moral","namecall",2,0,"1","moral2","Iran",8
"7830","AHN082514-1",8.53,"moral","namecall",2,1,"N","moral2.1","Iran",8
"7831","AHN082514-1",8.53,"moral","namecall",2,2,"N","moral2.2","Iran",8
"7832","AHN082514-1",8.53,"moral","namecall",2,3,"N","moral2.3","Iran",8
"7833","AHN082514-1",8.53,"moral","rip",3,0,"1","moral3","Iran",8
"7834","AHN082514-1",8.53,"moral","rip",3,1,"N","moral3.1","Iran",8
"7835","AHN082514-1",8.53,"moral","rip",3,2,"N","moral3.2","Iran",8
"7836","AHN082514-1",8.53,"moral","rip",3,3,"N","moral3.3","Iran",8
"7837","AHN082514-1",8.53,"conv","toy",4,0,"1","conv4","Iran",8
"7838","AHN082514-1",8.53,"conv","toy",4,1,"N","conv4.1","Iran",8
"7839","AHN082514-1",8.53,"conv","toy",4,2,"N","conv4.2","Iran",8
"7840","AHN082514-1",8.53,"conv","toy",4,3,"N","conv4.3","Iran",8
"7841","AM072214-4",6.93,"conv","shoes",1,0,"1","conv1","Iran",6
"7842","AM072214-4",6.93,"conv","shoes",1,1,"N","conv1.1","Iran",6
"7843","AM072214-4",6.93,"conv","shoes",1,2,"N","conv1.2","Iran",6
"7844","AM072214-4",6.93,"conv","shoes",1,3,"N","conv1.3","Iran",6
"7845","AM072214-4",6.93,"conv","swim",2,0,"1","conv2","Iran",6
"7846","AM072214-4",6.93,"conv","swim",2,1,"N","conv2.1","Iran",6
"7847","AM072214-4",6.93,"conv","swim",2,2,"N","conv2.2","Iran",6
"7848","AM072214-4",6.93,"conv","swim",2,3,"N","conv2.3","Iran",6
"7849","AM072214-4",6.93,"conv","teachername",3,0,"2","conv3","Iran",6
"7850","AM072214-4",6.93,"conv","teachername",3,1,"N","conv3.1","Iran",6
"7851","AM072214-4",6.93,"conv","teachername",3,2,"N","conv3.2","Iran",6
"7852","AM072214-4",6.93,"conv","teachername",3,3,"N","conv3.3","Iran",6
"7853","AM072214-4",6.93,"moral","push",1,0,"1","moral1","Iran",6
"7854","AM072214-4",6.93,"moral","push",1,1,"N","moral1.1","Iran",6
"7855","AM072214-4",6.93,"moral","push",1,2,"N","moral1.2","Iran",6
"7856","AM072214-4",6.93,"moral","push",1,3,"N","moral1.3","Iran",6
"7857","AM072214-4",6.93,"moral","namecall",2,0,"1","moral2","Iran",6
"7858","AM072214-4",6.93,"moral","namecall",2,1,"N","moral2.1","Iran",6
"7859","AM072214-4",6.93,"moral","namecall",2,2,"N","moral2.2","Iran",6
"7860","AM072214-4",6.93,"moral","namecall",2,3,"N","moral2.3","Iran",6
"7861","AM072214-4",6.93,"moral","rip",3,0,"2","moral3","Iran",6
"7862","AM072214-4",6.93,"moral","rip",3,1,"N","moral3.1","Iran",6
"7863","AM072214-4",6.93,"moral","rip",3,2,"Y","moral3.2","Iran",6
"7864","AM072214-4",6.93,"moral","rip",3,3,"N","moral3.3","Iran",6
"7865","AM072214-4",6.93,"conv","toy",4,0,"2","conv4","Iran",6
"7866","AM072214-4",6.93,"conv","toy",4,1,"N","conv4.1","Iran",6
"7867","AM072214-4",6.93,"conv","toy",4,2,"N","conv4.2","Iran",6
"7868","AM072214-4",6.93,"conv","toy",4,3,"N","conv4.3","Iran",6
"7869","AM080314-1",7.26,"conv","shoes",1,0,"1","conv1","Iran",7
"7870","AM080314-1",7.26,"conv","shoes",1,1,"Y","conv1.1","Iran",7
"7871","AM080314-1",7.26,"conv","shoes",1,2,"Y","conv1.2","Iran",7
"7872","AM080314-1",7.26,"conv","shoes",1,3,"N","conv1.3","Iran",7
"7873","AM080314-1",7.26,"conv","swim",2,0,"1","conv2","Iran",7
"7874","AM080314-1",7.26,"conv","swim",2,1,"Y","conv2.1","Iran",7
"7875","AM080314-1",7.26,"conv","swim",2,2,"Y","conv2.2","Iran",7
"7876","AM080314-1",7.26,"conv","swim",2,3,"N","conv2.3","Iran",7
"7877","AM080314-1",7.26,"conv","teachername",3,0,"1","conv3","Iran",7
"7878","AM080314-1",7.26,"conv","teachername",3,1,"Y","conv3.1","Iran",7
"7879","AM080314-1",7.26,"conv","teachername",3,2,"Y","conv3.2","Iran",7
"7880","AM080314-1",7.26,"conv","teachername",3,3,"N","conv3.3","Iran",7
"7881","AM080314-1",7.26,"moral","push",1,0,"1","moral1","Iran",7
"7882","AM080314-1",7.26,"moral","push",1,1,"Y","moral1.1","Iran",7
"7883","AM080314-1",7.26,"moral","push",1,2,"Y","moral1.2","Iran",7
"7884","AM080314-1",7.26,"moral","push",1,3,"N","moral1.3","Iran",7
"7885","AM080314-1",7.26,"moral","namecall",2,0,"2","moral2","Iran",7
"7886","AM080314-1",7.26,"moral","namecall",2,1,"Y","moral2.1","Iran",7
"7887","AM080314-1",7.26,"moral","namecall",2,2,"Y","moral2.2","Iran",7
"7888","AM080314-1",7.26,"moral","namecall",2,3,"N","moral2.3","Iran",7
"7889","AM080314-1",7.26,"moral","rip",3,0,"2","moral3","Iran",7
"7890","AM080314-1",7.26,"moral","rip",3,1,"Y","moral3.1","Iran",7
"7891","AM080314-1",7.26,"moral","rip",3,2,"Y","moral3.2","Iran",7
"7892","AM080314-1",7.26,"moral","rip",3,3,"N","moral3.3","Iran",7
"7893","AM080314-1",7.26,"conv","toy",4,0,"1","conv4","Iran",7
"7894","AM080314-1",7.26,"conv","toy",4,1,"Y","conv4.1","Iran",7
"7895","AM080314-1",7.26,"conv","toy",4,2,"Y","conv4.2","Iran",7
"7896","AM080314-1",7.26,"conv","toy",4,3,"N","conv4.3","Iran",7
"7897","AM081714-3",8,"conv","shoes",1,0,"1","conv1","Iran",8
"7898","AM081714-3",8,"conv","shoes",1,1,"Y","conv1.1","Iran",8
"7899","AM081714-3",8,"conv","shoes",1,2,"Y","conv1.2","Iran",8
"7900","AM081714-3",8,"conv","shoes",1,3,"N","conv1.3","Iran",8
"7901","AM081714-3",8,"conv","swim",2,0,"1","conv2","Iran",8
"7902","AM081714-3",8,"conv","swim",2,1,"Y","conv2.1","Iran",8
"7903","AM081714-3",8,"conv","swim",2,2,"Y","conv2.2","Iran",8
"7904","AM081714-3",8,"conv","swim",2,3,"N","conv2.3","Iran",8
"7905","AM081714-3",8,"conv","teachername",3,0,"2","conv3","Iran",8
"7906","AM081714-3",8,"conv","teachername",3,1,"N","conv3.1","Iran",8
"7907","AM081714-3",8,"conv","teachername",3,2,"Y","conv3.2","Iran",8
"7908","AM081714-3",8,"conv","teachername",3,3,"Y","conv3.3","Iran",8
"7909","AM081714-3",8,"moral","push",1,0,"1","moral1","Iran",8
"7910","AM081714-3",8,"moral","push",1,1,"N","moral1.1","Iran",8
"7911","AM081714-3",8,"moral","push",1,2,"N","moral1.2","Iran",8
"7912","AM081714-3",8,"moral","push",1,3,"N","moral1.3","Iran",8
"7913","AM081714-3",8,"moral","namecall",2,0,"2","moral2","Iran",8
"7914","AM081714-3",8,"moral","namecall",2,1,"N","moral2.1","Iran",8
"7915","AM081714-3",8,"moral","namecall",2,2,"Y","moral2.2","Iran",8
"7916","AM081714-3",8,"moral","namecall",2,3,"N","moral2.3","Iran",8
"7917","AM081714-3",8,"moral","rip",3,0,"1","moral3","Iran",8
"7918","AM081714-3",8,"moral","rip",3,1,"Y","moral3.1","Iran",8
"7919","AM081714-3",8,"moral","rip",3,2,"Y","moral3.2","Iran",8
"7920","AM081714-3",8,"moral","rip",3,3,"N","moral3.3","Iran",8
"7921","AM081714-3",8,"conv","toy",4,0,"3","conv4","Iran",8
"7922","AM081714-3",8,"conv","toy",4,1,"Y","conv4.1","Iran",8
"7923","AM081714-3",8,"conv","toy",4,2,"Y","conv4.2","Iran",8
"7924","AM081714-3",8,"conv","toy",4,3,"Y","conv4.3","Iran",8
"7925","AMA072914-1",6.52,"conv","shoes",1,0,"1","conv1","Iran",6
"7926","AMA072914-1",6.52,"conv","shoes",1,1,"N","conv1.1","Iran",6
"7927","AMA072914-1",6.52,"conv","shoes",1,2,"N","conv1.2","Iran",6
"7928","AMA072914-1",6.52,"conv","shoes",1,3,"N","conv1.3","Iran",6
"7929","AMA072914-1",6.52,"conv","swim",2,0,"1","conv2","Iran",6
"7930","AMA072914-1",6.52,"conv","swim",2,1,"N","conv2.1","Iran",6
"7931","AMA072914-1",6.52,"conv","swim",2,2,"N","conv2.2","Iran",6
"7932","AMA072914-1",6.52,"conv","swim",2,3,"N","conv2.3","Iran",6
"7933","AMA072914-1",6.52,"conv","teachername",3,0,"1","conv3","Iran",6
"7934","AMA072914-1",6.52,"conv","teachername",3,1,"N","conv3.1","Iran",6
"7935","AMA072914-1",6.52,"conv","teachername",3,2,"N","conv3.2","Iran",6
"7936","AMA072914-1",6.52,"conv","teachername",3,3,"N","conv3.3","Iran",6
"7937","AMA072914-1",6.52,"moral","push",1,0,"1","moral1","Iran",6
"7938","AMA072914-1",6.52,"moral","push",1,1,"N","moral1.1","Iran",6
"7939","AMA072914-1",6.52,"moral","push",1,2,"N","moral1.2","Iran",6
"7940","AMA072914-1",6.52,"moral","push",1,3,"N","moral1.3","Iran",6
"7941","AMA072914-1",6.52,"moral","namecall",2,0,"1","moral2","Iran",6
"7942","AMA072914-1",6.52,"moral","namecall",2,1,"N","moral2.1","Iran",6
"7943","AMA072914-1",6.52,"moral","namecall",2,2,"N","moral2.2","Iran",6
"7944","AMA072914-1",6.52,"moral","namecall",2,3,"N","moral2.3","Iran",6
"7945","AMA072914-1",6.52,"moral","rip",3,0,"1","moral3","Iran",6
"7946","AMA072914-1",6.52,"moral","rip",3,1,"N","moral3.1","Iran",6
"7947","AMA072914-1",6.52,"moral","rip",3,2,"N","moral3.2","Iran",6
"7948","AMA072914-1",6.52,"moral","rip",3,3,"N","moral3.3","Iran",6
"7949","AMA072914-1",6.52,"conv","toy",4,0,"1","conv4","Iran",6
"7950","AMA072914-1",6.52,"conv","toy",4,1,"N","conv4.1","Iran",6
"7951","AMA072914-1",6.52,"conv","toy",4,2,"N","conv4.2","Iran",6
"7952","AMA072914-1",6.52,"conv","toy",4,3,"N","conv4.3","Iran",6
"7953","AO81614-3",7.96,"conv","shoes",1,0,"1","conv1","Iran",7
"7954","AO81614-3",7.96,"conv","shoes",1,1,"N","conv1.1","Iran",7
"7955","AO81614-3",7.96,"conv","shoes",1,2,"N","conv1.2","Iran",7
"7956","AO81614-3",7.96,"conv","shoes",1,3,"N","conv1.3","Iran",7
"7957","AO81614-3",7.96,"conv","swim",2,0,"1","conv2","Iran",7
"7958","AO81614-3",7.96,"conv","swim",2,1,"N","conv2.1","Iran",7
"7959","AO81614-3",7.96,"conv","swim",2,2,"N","conv2.2","Iran",7
"7960","AO81614-3",7.96,"conv","swim",2,3,"N","conv2.3","Iran",7
"7961","AO81614-3",7.96,"conv","teachername",3,0,"1","conv3","Iran",7
"7962","AO81614-3",7.96,"conv","teachername",3,1,"N","conv3.1","Iran",7
"7963","AO81614-3",7.96,"conv","teachername",3,2,"N","conv3.2","Iran",7
"7964","AO81614-3",7.96,"conv","teachername",3,3,"N","conv3.3","Iran",7
"7965","AO81614-3",7.96,"moral","push",1,0,"6","moral1","Iran",7
"7966","AO81614-3",7.96,"moral","push",1,1,"N","moral1.1","Iran",7
"7967","AO81614-3",7.96,"moral","push",1,2,"N","moral1.2","Iran",7
"7968","AO81614-3",7.96,"moral","push",1,3,"N","moral1.3","Iran",7
"7969","AO81614-3",7.96,"moral","namecall",2,0,"2","moral2","Iran",7
"7970","AO81614-3",7.96,"moral","namecall",2,1,"N","moral2.1","Iran",7
"7971","AO81614-3",7.96,"moral","namecall",2,2,"N","moral2.2","Iran",7
"7972","AO81614-3",7.96,"moral","namecall",2,3,"N","moral2.3","Iran",7
"7973","AO81614-3",7.96,"moral","rip",3,0,"1","moral3","Iran",7
"7974","AO81614-3",7.96,"moral","rip",3,1,"N","moral3.1","Iran",7
"7975","AO81614-3",7.96,"moral","rip",3,2,"N","moral3.2","Iran",7
"7976","AO81614-3",7.96,"moral","rip",3,3,"N","moral3.3","Iran",7
"7977","AO81614-3",7.96,"conv","toy",4,0,"2","conv4","Iran",7
"7978","AO81614-3",7.96,"conv","toy",4,1,"N","conv4.1","Iran",7
"7979","AO81614-3",7.96,"conv","toy",4,2,"N","conv4.2","Iran",7
"7980","AO81614-3",7.96,"conv","toy",4,3,"N","conv4.3","Iran",7
"7981","AP080414-2",NA,"conv","shoes",1,0,"1","conv1","Iran",5
"7982","AP080414-2",NA,"conv","shoes",1,1,"N","conv1.1","Iran",5
"7983","AP080414-2",NA,"conv","shoes",1,2,"N","conv1.2","Iran",5
"7984","AP080414-2",NA,"conv","shoes",1,3,"N","conv1.3","Iran",5
"7985","AP080414-2",NA,"conv","swim",2,0,"1","conv2","Iran",5
"7986","AP080414-2",NA,"conv","swim",2,1,"N","conv2.1","Iran",5
"7987","AP080414-2",NA,"conv","swim",2,2,"N","conv2.2","Iran",5
"7988","AP080414-2",NA,"conv","swim",2,3,"N","conv2.3","Iran",5
"7989","AP080414-2",NA,"conv","teachername",3,0,"1","conv3","Iran",5
"7990","AP080414-2",NA,"conv","teachername",3,1,"N","conv3.1","Iran",5
"7991","AP080414-2",NA,"conv","teachername",3,2,"N","conv3.2","Iran",5
"7992","AP080414-2",NA,"conv","teachername",3,3,"N","conv3.3","Iran",5
"7993","AP080414-2",NA,"moral","push",1,0,"1","moral1","Iran",5
"7994","AP080414-2",NA,"moral","push",1,1,"N","moral1.1","Iran",5
"7995","AP080414-2",NA,"moral","push",1,2,"N","moral1.2","Iran",5
"7996","AP080414-2",NA,"moral","push",1,3,"N","moral1.3","Iran",5
"7997","AP080414-2",NA,"moral","namecall",2,0,"1","moral2","Iran",5
"7998","AP080414-2",NA,"moral","namecall",2,1,"N","moral2.1","Iran",5
"7999","AP080414-2",NA,"moral","namecall",2,2,"N","moral2.2","Iran",5
"8000","AP080414-2",NA,"moral","namecall",2,3,"N","moral2.3","Iran",5
"8001","AP080414-2",NA,"moral","rip",3,0,"1","moral3","Iran",5
"8002","AP080414-2",NA,"moral","rip",3,1,"N","moral3.1","Iran",5
"8003","AP080414-2",NA,"moral","rip",3,2,"N","moral3.2","Iran",5
"8004","AP080414-2",NA,"moral","rip",3,3,"N","moral3.3","Iran",5
"8005","AP080414-2",NA,"conv","toy",4,0,"1","conv4","Iran",5
"8006","AP080414-2",NA,"conv","toy",4,1,"N","conv4.1","Iran",5
"8007","AP080414-2",NA,"conv","toy",4,2,"N","conv4.2","Iran",5
"8008","AP080414-2",NA,"conv","toy",4,3,"N","conv4.3","Iran",5
"8009","AR080914-1",5,"conv","shoes",1,0,"1","conv1","Iran",5
"8010","AR080914-1",5,"conv","shoes",1,1,"N","conv1.1","Iran",5
"8011","AR080914-1",5,"conv","shoes",1,2,"N","conv1.2","Iran",5
"8012","AR080914-1",5,"conv","shoes",1,3,"N","conv1.3","Iran",5
"8013","AR080914-1",5,"conv","swim",2,0,"1","conv2","Iran",5
"8014","AR080914-1",5,"conv","swim",2,1,"N","conv2.1","Iran",5
"8015","AR080914-1",5,"conv","swim",2,2,"N","conv2.2","Iran",5
"8016","AR080914-1",5,"conv","swim",2,3,"N","conv2.3","Iran",5
"8017","AR080914-1",5,"conv","teachername",3,0,"1","conv3","Iran",5
"8018","AR080914-1",5,"conv","teachername",3,1,"N","conv3.1","Iran",5
"8019","AR080914-1",5,"conv","teachername",3,2,"N","conv3.2","Iran",5
"8020","AR080914-1",5,"conv","teachername",3,3,"N","conv3.3","Iran",5
"8021","AR080914-1",5,"moral","push",1,0,"1","moral1","Iran",5
"8022","AR080914-1",5,"moral","push",1,1,"N","moral1.1","Iran",5
"8023","AR080914-1",5,"moral","push",1,2,"N","moral1.2","Iran",5
"8024","AR080914-1",5,"moral","push",1,3,"N","moral1.3","Iran",5
"8025","AR080914-1",5,"moral","namecall",2,0,"3","moral2","Iran",5
"8026","AR080914-1",5,"moral","namecall",2,1,"N","moral2.1","Iran",5
"8027","AR080914-1",5,"moral","namecall",2,2,"N","moral2.2","Iran",5
"8028","AR080914-1",5,"moral","namecall",2,3,"N","moral2.3","Iran",5
"8029","AR080914-1",5,"moral","rip",3,0,"1","moral3","Iran",5
"8030","AR080914-1",5,"moral","rip",3,1,"N","moral3.1","Iran",5
"8031","AR080914-1",5,"moral","rip",3,2,"N","moral3.2","Iran",5
"8032","AR080914-1",5,"moral","rip",3,3,"N","moral3.3","Iran",5
"8033","AR080914-1",5,"conv","toy",4,0,"1","conv4","Iran",5
"8034","AR080914-1",5,"conv","toy",4,1,"N","conv4.1","Iran",5
"8035","AR080914-1",5,"conv","toy",4,2,"N","conv4.2","Iran",5
"8036","AR080914-1",5,"conv","toy",4,3,"N","conv4.3","Iran",5
"8037","AR081114-9",6.33,"conv","shoes",1,0,"1","conv1","Iran",6
"8038","AR081114-9",6.33,"conv","shoes",1,1,"N","conv1.1","Iran",6
"8039","AR081114-9",6.33,"conv","shoes",1,2,"N","conv1.2","Iran",6
"8040","AR081114-9",6.33,"conv","shoes",1,3,"N","conv1.3","Iran",6
"8041","AR081114-9",6.33,"conv","swim",2,0,"1","conv2","Iran",6
"8042","AR081114-9",6.33,"conv","swim",2,1,"N","conv2.1","Iran",6
"8043","AR081114-9",6.33,"conv","swim",2,2,"N","conv2.2","Iran",6
"8044","AR081114-9",6.33,"conv","swim",2,3,"N","conv2.3","Iran",6
"8045","AR081114-9",6.33,"conv","teachername",3,0,"1","conv3","Iran",6
"8046","AR081114-9",6.33,"conv","teachername",3,1,"N","conv3.1","Iran",6
"8047","AR081114-9",6.33,"conv","teachername",3,2,"N","conv3.2","Iran",6
"8048","AR081114-9",6.33,"conv","teachername",3,3,"N","conv3.3","Iran",6
"8049","AR081114-9",6.33,"moral","push",1,0,"1","moral1","Iran",6
"8050","AR081114-9",6.33,"moral","push",1,1,"N","moral1.1","Iran",6
"8051","AR081114-9",6.33,"moral","push",1,2,"N","moral1.2","Iran",6
"8052","AR081114-9",6.33,"moral","push",1,3,"N","moral1.3","Iran",6
"8053","AR081114-9",6.33,"moral","namecall",2,0,"1","moral2","Iran",6
"8054","AR081114-9",6.33,"moral","namecall",2,1,"N","moral2.1","Iran",6
"8055","AR081114-9",6.33,"moral","namecall",2,2,"N","moral2.2","Iran",6
"8056","AR081114-9",6.33,"moral","namecall",2,3,"N","moral2.3","Iran",6
"8057","AR081114-9",6.33,"moral","rip",3,0,"1","moral3","Iran",6
"8058","AR081114-9",6.33,"moral","rip",3,1,"N","moral3.1","Iran",6
"8059","AR081114-9",6.33,"moral","rip",3,2,"N","moral3.2","Iran",6
"8060","AR081114-9",6.33,"moral","rip",3,3,"N","moral3.3","Iran",6
"8061","AR081114-9",6.33,"conv","toy",4,0,"1","conv4","Iran",6
"8062","AR081114-9",6.33,"conv","toy",4,1,"N","conv4.1","Iran",6
"8063","AR081114-9",6.33,"conv","toy",4,2,"N","conv4.2","Iran",6
"8064","AR081114-9",6.33,"conv","toy",4,3,"N","conv4.3","Iran",6
"8065","AS082214-2",8,"conv","shoes",1,0,"1","conv1","Iran",8
"8066","AS082214-2",8,"conv","shoes",1,1,"N","conv1.1","Iran",8
"8067","AS082214-2",8,"conv","shoes",1,2,"Y","conv1.2","Iran",8
